id,post_id,post_url,time_of_post,leasing_agent,scraped_at,general_area,street_number,city,province,postal_code,price,sqr_feet,bed,bath,rent_period,user_post_title,first_pic,user_meta_tags,post_description,img_url,source_spider,boundingbox,building_type,address_osm
26,7943710737,https://www.craigslist.org/view/d/vancouver-stunning-bed-den-in-the-heart/3aCZJCHVTztKzf46LtV23Y,2026-06-27T11:20:42-0700,individual,2026-06-28 02:30:35,DOWNTOWN,citadale,Vancouver,BC,V6B1W6,2650,612,1,1,monthly,✨ Stunning 1 Bed + Den in the Heart of Downtown Vancouver – Available,https://images.craigslist.org/00303_fYHmCGieVL1_05a03r_600x450.jpg,"apartment, w/d in unit, off-street parking, no smoking",QR Code Link to This Post  Welcome to Suite 2802 at Spectrum 4 — a bright and elevated home in one of downtown Vancouver’s most vibrant neighborhoods!  This unfurnished 612 sq.ft. 1 Bedroom + Den offers a smart and functional layout  perfect for professionals  couples  or a small family. Enjoy the bonus of a large in-suite storage room (rare!) plus the convenience of in-suite laundry and 1 secured parking stall.  🌆 Live Above It All  Perched high on the 28th floor  you’ll love the city energy right outside your door — located in Vancouver’s premier sports and entertainment district.  🚶‍♂️ Unbeatable Location – Walk Everywhere:  Steps to:  Rogers Arena & BC Place  Costco  T&T Supermarket  Vancouver Playhouse & Vancouver Public Library Central Branch  SkyTrain  transit  restaurants  shopping & the downtown business district  🏫 Nearby Schools:  Lord Strathcona Elementary School (French Immersion)  Elsie Roy Elementary School (IB Program)  International Village Elementary School  🏊‍♂️ Resort-Style Amenities Include:  Indoor Pool  Sauna & Jacuzzi  Fully Equipped Gym  Media Room  24-Hour Concierge  💰 Rent: $2 650/month  Includes:  ✔ 1 Parking Stall  ✔ Hot Water  ✔ Full Access to Recreation Facilities  Interested?  Please indicate you are inquiring about the 1 Bed + Den at Spectrum  and include a brief introduction about yourself and who will be living in the suite.  All inquiries must include a contact number to receive a response.  Professionally Managed By:  Michael Ragosin PREC  Heller Murch Realty Ltd,https://images.craigslist.org/00303_fYHmCGieVL1_05a03r_600x450.jpg,,,,
27,7942497747,https://www.craigslist.org/view/d/vancouver-mackenzie-heights-near-ubc-br/f1WzHGmpJn5DYdnH8tWYwK,2026-06-21T21:48:12-0700,individual,2026-06-28 02:31:20,VANCOUVER,2828 w 29 ave,Vancouver,BC,V6L1Y1,3600,1200,3,2,monthly,MacKenzie Heights near UBC 3 BR 2 BATHS renovated basement for rental,https://images.craigslist.org/00K0K_hKICkI7RQEa_0CI0t2_600x450.jpg,"house, w/d hookups, street parking",QR Code Link to This Post  -Renovated basement in best location one block to MacKenzie street bus stop  -3 bedrooms/2 baths and in-room closets  -Very large space of 1200 sqf  -Radiant underfloor heating  -Full kitchen with new fridge and new range  -Washer/dryer stacked  -Wifi & Utilities included  -Street parking  -Minimum one year lease  -No pets  no smoking  -Ideal for professional or college students sharing  -Showing by appointment only  -For interests please send email about your name  telephone number  email address  total number of occupants  professional/occupation,https://images.craigslist.org/00K0K_hKICkI7RQEa_0CI0t2_600x450.jpg,,,,
28,7942236120,https://www.craigslist.org/view/d/vancouver-sunset-beach-water-view-bdrm/6jrUY8M6bDt4hZEzuEcCMo,2026-06-20T11:19:38-0700,individual,2026-06-28 02:31:53,VANCOUVER,1111 beach avenue,Vancouver,BC,V6E1T9,2287,500,1,1,monthly,Sunset Beach Water View | 1 BDRM (Vancouver),https://images.craigslist.org/00O0O_3jfD4tzPBTk_0Cy0sU_600x450.jpg,"apartment, laundry in bldg, off-street parking, no smoking",QR Code Link to This Post  Sunset Beach | Water View | 1 BDRM  This suite has contemporary updates  an open plan living room/dining room/bedroom and stainless steel appliances. It has loads of storage space with large mirrored doors  floor to ceiling windows and a sliding glass door out onto great balcony space with a water view.  Walk out the front door to Sunset Beach  the Vancouver Aquatic Centre  and the ferry to Granville Island and Kitsilano. Bike along the seawall East to Science World or West to Stanley Park. Stroll two blocks to Fresh Street Market and London Drugs. Enjoy neighbourhood cafes  bakeries  pubs  multi-cultural cuisine  fabulous eateries and fine dining. BC Transit bus #23 stops right at the front door.  Don't wait  this apartment won't last long! Call or text to schedule an appointment.  500sq. 1 bedroom suite.  * Walk-out balcony  * Large closets  * Heat and hot water included  * Laminate flooring  Building amenities:  * Laundry on every-other floor  * Seasonal outdoor heated pool  * Saunas and change rooms  * Storage locker available  * Secure bike lock-up  * Gated parking available  * Guest parking  Bus #23 stops in front of the building.  This is a pet free and non-smoking building for your health and safety.  1111 Beach Avenue  Vancouver  BC  Schedule a viewing today! Call or text message,https://images.craigslist.org/00O0O_3jfD4tzPBTk_0Cy0sU_600x450.jpg,,,,
29,7939024478,https://www.craigslist.org/view/d/vancouver-one-bedroom-suite-in/b5yd3NBknrPp6jhrp6UZw5,2026-06-05T12:21:08-0700,individual,2026-06-28 02:32:31,KILLARNEY NEIGHBOURHOOD,vancouver,,,,1500,,1,1,monthly,One Bedroom Suite In Killarney Neighbourhood,https://images.craigslist.org/00b0b_gWAfLdAk0mI_0t20CI_600x450.jpg,"apartment, laundry on site, street parking",QR Code Link to This Post  One bedroom suite available in quiet Killarney neighbourhood. Includes Fridge  Stove  Washer & Dryer. Includes Utilities. This suite is close to Killarney Secondary School and other local elementary schools. Located within walking distance to bus services and shopping centers. No Pets  No Smoking/Vaping  and No Drugs.,https://images.craigslist.org/00b0b_gWAfLdAk0mI_0t20CI_600x450.jpg,,"['49.1989306', '49.3161714', '-123.2249611', '-123.0232419']",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
30,7939974760,https://www.craigslist.org/view/d/vancouver-oak-w45th-ave-bed-bath-new/bER1mLG1kzcj3wFisqHnSE,2026-06-09T21:51:01-0700,individual,2026-06-28 02:33:01,VANCOUVER,1282 w45 ave,Vancouver,BC,V6M2G7,3800,1000,3,3,monthly,"Oak & W45th Ave, 3 bed 3 bath new built furnished laneway house w/ AC",https://images.craigslist.org/00808_31sjKkdEHaG_0CI0lM_600x450.jpg,"apartment, laundry on site, furnished, carport, no smoking, air conditioning",QR Code Link to This Post  Oak & W45th Ave  3 bed 3 bath new built furnished laneway house w/ AC for rent!  Location: W45th Ave  Vancouver (in between Granville and Oak)  Rental Overview  •	Availability: June 15th  2026  •	Rent: $3 800/ month  •	Brand new unit (be the first tenant to move in)  •	20 mins walking to Oakridge Shopping Centre  Unit Overview  •	3 Bed 3 Bath  •	Interior size: 1 000 sq ft  •	Furnished  •	Central Cooling and Heating  •	Laminate flooring  •	All new appliances  •	In suite laundry  School Catchment  •	K-7: Sir William Osler Elementary School  •	8-12: Magee Secondary School  Terms  •	1 year fixed term lease  •	No sublets  •	No pets  Please book your viewing today!,https://images.craigslist.org/00808_31sjKkdEHaG_0CI0lM_600x450.jpg,,,,
31,7939977694,https://www.craigslist.org/view/d/vancouver-oak-w45th-ave-bed-bath-new/tZFoPQLUBT8wKrwBrRCdzF,2026-06-09T22:31:27-0700,individual,2026-06-28 02:33:18,VANCOUVER,1282 w45 ave,Vancouver,BC,V6M2G7,2800,570,2,2,monthly,"Oak & W45th Ave, 2 bed 2 bath new built furnished laneway house w/ AC",https://images.craigslist.org/00U0U_kjuFreCGTyb_0CI0lM_600x450.jpg,"apartment, laundry on site, furnished, carport, no smoking, air conditioning",QR Code Link to This Post  Oak & W45th Ave  2 bed 2 bath new built furnished laneway house w/ AC for rent!  Location: W45th Ave  Vancouver (in between Granville and Oak)  Rental Overview  •	Availability: June 15th  2026  •	Rent: $2 800/ month  •	Brand new unit (be the first tenant to move in)  •	20 mins walking to Oakridge Shopping Centre  Unit Overview  •	2 Bed 2 Bath  •	Interior size: 570 sq ft  •	Furnished  •	Central Cooling and Heating  •	Laminate flooring  •	All new appliances  •	In suite laundry  School Catchment  •	K-7: Sir William Osler Elementary School  •	8-12: Magee Secondary School  Terms  •	1 year fixed term lease  •	No sublets  •	No pets  Please book your viewing today!,https://images.craigslist.org/00U0U_kjuFreCGTyb_0CI0lM_600x450.jpg,,,,
32,7939980106,https://www.craigslist.org/view/d/vancouver-oak-w64th-ave-bed-bath-new/kr8Pqj9Dyrst37RPyiwMz4,2026-06-09T23:06:49-0700,individual,2026-06-28 02:34:08,VANCOUVER,8080 montcalm street,Vancouver,BC,V6P4P5,2200,520,2,1,monthly,"Oak & W64th Ave, 2 bed 1 bath new renovated laneway house for rent!",https://images.craigslist.org/00J0J_7QCprblLASI_0CI0lM_600x450.jpg,"house, laundry on site, street parking, no smoking",QR Code Link to This Post  Oak & W64th Ave  2 bed 1 bath new renovated laneway house for rent!  Rental Overview  •	Availability: June 15th  2026  •	Rent: $2 200/ month  •	Address: 8088 Montcalm St  Vancouver  Unit Overview  •	2 Bed 1 Bath  •	Interior size: 520 sq ft  •	Unfurnished  •	Laminate flooring  •	All new appliances  •	In suite laundry  School Catchment  •	K-7: David Lloyd George Elementary School  •	8-12: Sir Winston Churchill Secondary School  Terms  •	1 year fixed term lease  •	No sublets  •	No pets  Please book your viewing today!,https://images.craigslist.org/00J0J_7QCprblLASI_0CI0lM_600x450.jpg,,,,
33,7941210250,https://www.craigslist.org/view/d/vancouver-29th-skytrain-station-master/pmR94DNqkncSyXXqcFsGbQ,2026-06-15T15:54:54-0700,individual,2026-06-28 02:34:33,VANCOUVER,vancouver,,,,1500,190,1,1,monthly,29th Skytrain Station master bedroom for rent,https://images.craigslist.org/00T0T_bSz8ShmQBK0_0bC0kE_600x450.jpg,"private room, house, private bath, laundry on site, furnished, off-street parking, no smoking",QR Code Link to This Post  Vancouver East Renfrew high  a spacious master bedroom on upper floor  has individual bathroom  walk-in closet  TV  surround sound system  furniture  share kitchen  dishwasher   free parking  2mins walk to 29th Skytrain Station and bus terminal: #16  #26  #29  and #33.  Suitable for smoke-free and  pet free who has work  clean  quiet person  or student. It includes laundry and dryer  high speed internet  heat and water.,https://images.craigslist.org/00T0T_bSz8ShmQBK0_0bC0kE_600x450.jpg,,"['49.1989306', '49.3161714', '-123.2249611', '-123.0232419']",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
34,7937543807,https://www.craigslist.org/view/d/vancouver-bedroom-700ft2-spacious-bed/e1pPBknd2YdMsnsGUE5xR4,2026-05-29T14:09:10-0700,individual,2026-06-28 02:34:51,VANCOUVER ,1128 alberni street,Vancouver,BC,V6E4R6,2900,700,1,1,monthly,1 Bedroom - 700ft2 - Spacious 1 bed with A/C Unfurnished ( #1005 ),https://images.craigslist.org/01111_2ihjiYbe8Xj_0cA0cA_600x450.jpg,"cats are OK - purrr, apartment, laundry in bldg, attached garage, no smoking, air conditioning",QR Code Link to This Post  One year minimum lease offered for this large 1 bed  1 bathroom suite facing south unit (#1005) located on a residential floor of the boutique Carmana Hotel & Suites. Take advantage of the hotel amenities such as the fitness room (including peloton bikes)  bike storage lockers  underground gated parking  a conference room and concierge service. Look out your living room window to see the views of downtown Vancouver. This is for unfurnished rental unit.  Come by 1128 Alberni Street between 9am – 8pm  seven days a week   and our front office can assist in showing your new home. For virtual viewings  please email  show contact info  to coordinate a time or call us at  show contact info  to ask any questions. Note that the pictures in the ad do not necessarily represent the suite that is available  please arrange viewing to see current availability.  Located along Downtown Vancouver’s luxury row and one block north of Robson Street  Carmana Hotel & Suites is set in one of the most coveted areas in town  offering front door access to the financial and business districts  a gourmet grocery across the street  and diverse selection of cafes and restaurants nearby. Strategically located at the intersection of Alberni and Thurlow and being just a short walk away from the Burrard Sky Train station   the building is the ideal hub to transit in and out of the downtown core.,https://images.craigslist.org/01111_2ihjiYbe8Xj_0cA0cA_600x450.jpg,,,,
35,7934247428,https://www.craigslist.org/view/d/vancouver-bedroom-652ft2-spacious-ac/vG1G5bAP7MBGWjMHHspgbn,2026-05-14T07:38:24-0700,individual,2026-06-28 02:35:18,VANCOUVER ,vancouver,,,,2750,652,1,1,monthly,"1 Bedroom 652ft2- Spacious w/AC, Unfurnished (unit #2604) Downtown",https://images.craigslist.org/00Q0Q_hDfJDHgCNy7_0CI0hr_600x450.jpg,"cats are OK - purrr, apartment, laundry in bldg, attached garage, no smoking, air conditioning, EV charging",QR Code Link to This Post  One year minimum lease offered for this large 1 bed  1 bathroom suite facing south unit (#2604) located on a residential floor of the boutique Carmana Hotel & Suites. Take advantage of the hotel amenities such as the fitness room (including peloton bikes)  bike storage lockers  underground gated parking  a conference room and concierge service. Look out your  living room window to see the views of downtown Vancouver and English Bay. This is for unfurnished rental unit.  Come by 1128 Alberni Street between 9am – 8pm  seven days a week   and our front office can assist in showing you your new home.  For virtual viewings  please  emailshow contact info  to coordinate a time or call us at  show contact info  to ask any questions. Note that the pictures in the ad do not necessarily represent the suite that is available  please arrange viewing to see current availability.  Located along Downtown Vancouver’s luxury row and one block north of Robson Street  Carmana Hotel & Suites is set in one of the most coveted areas in town  offering front door access to the financial and business districts  a gourmet grocery across the street  and diverse selection of cafes and restaurants nearby. Strategically located at the intersection of Alberni and Thurlow and being just a short walk away from the Burrard Sky Train station   the building is the ideal hub to transit in and out of the downtown core.  ********************************************************************  For more information  please visit https//www.carmanahotel.com/  ********************************************************************,https://images.craigslist.org/00Q0Q_hDfJDHgCNy7_0CI0hr_600x450.jpg,,"['49.1989306', '49.3161714', '-123.2249611', '-123.0232419']",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
36,7940974234,https://www.craigslist.org/view/d/vancouver-bedroom-620ft2-spacious-bed/gTGJ1bk1aVUEtQ6Cipn4V7,2026-06-14T15:05:20-0700,individual,2026-06-28 02:35:44,VANCOUVER ,1128 alberni street,Vancouver,BC,V6E4R6,2400,620,1,1,monthly,"1 Bedroom - 620ft2 - Spacious 1 bed, Unfurnished (#2003)",https://images.craigslist.org/00m0m_dvhNQXzrAQD_0CI0hr_600x450.jpg,"cats are OK - purrr, apartment, laundry on site, attached garage, no smoking, air conditioning, EV charging",QR Code Link to This Post  One year minimum lease offered for this unfurnished large 1 bed  1 bathroom suite (#2003) located on a residential floor of the boutique Carmana Hotel & Suites and with newly upgraded appliances. Take advantage of the hotel amenities such as the fitness room (including peloton bikes)  bike storage lockers  underground gated parking  a conference room and concierge service. Look out your floor to ceiling living room window to see the views of downtown Vancouver and the English bay.  Come by 1128 Alberni Street between 9am - 8pm   seven days a week  and our front office can assist in showing you your new home. For virtual viewings  please email  show contact info  to coordinate a time or call us at  show contact info  to ask any questions. Note that the pictures in the ad do not necessarily represent the suite that is available  please arrange a viewing to see current availability. This unit for unfurnished  rental.  ------------------------------------------------------------------------------------------------------------------  Located along Downtown Vancouver’s luxury row and one block north of Robson Street  Carmana Hotel & Suites is set in one of the most coveted areas in town  offering front door access to the financial and business districts  a gourmet grocery across the street  and a diverse selection of cafés and restaurants nearby. Strategically located at the intersection of Alberni and Thurlow Streets and being just a short walk away from the Burrard Sky Train station  the building is the ideal hub to transit in and out of the downtown core.  ****************************************************************************  For more information  please visit https://www.carmanahotel.com/  ****************************************************************************,https://images.craigslist.org/00m0m_dvhNQXzrAQD_0CI0hr_600x450.jpg,,,,
37,7934627200,https://www.craigslist.org/view/d/vancouver-in-suite-laundry-lvp-flooring/5sBpKWXEDUpdTrz96QzSUb,2026-05-15T18:07:09-0700,individual,2026-06-28 02:36:11,VANCOUVER,1022 nelson street,Vancouver,BC,V6E4S7,3195,722,2,1,monthly,"In-suite laundry, LVP flooring, Elevator",https://images.craigslist.org/00d0d_617p3hUjVSx_0ct08m_600x450.jpg,"apartment, w/d in unit, attached garage, no smoking, wheelchair accessible, EV charging",QR Code Link to This Post  Limited time offers: Ask about our FREE Month Incentive (on select suites)  $500 Security Deposit  $250 24 hour application bonus and 25% off any Telus Optik TV and Internet Products Monthly**Book your tour today! *Limited time offer. E.&O.E.Touch free leasing: Virtual viewings available via video conferencing. Book yours today.Looking for a new apartment? Find a fantastic new home here. Listings include detailed information about the units  amenities  and more.Nothing helps you to imagine the possibilities for a new apartment home quite like photography. Take a look at photo collections that capture the unique & beautiful spaces in our community & apartments as well as videos that offer even more detail.Wesley Place strikes the perfect lifestyle balance of work and play  located in Vancouver's vibrant downtown Peninsula within walking distance to the Central Business district  fashionable Robson Street  Davie Village and Yaletown set against the breathtaking backdrop of ocean and mountain views.Apartment Features:Full size stainless steel appliancesMajor renovation including refinished kitchen  bathroom  hard surface flooring and stainless steel appliances*LVP flooringIn-suite laundryQuartz countertops*Community Features:Pet-FreeFitness FacilityBBQ AreaUnderground ParkingElevatorSocial RoomAvailability 24 HoursEV Level 2 Charging StationsBike StorageCall:  show contact info  For more information  visit us at: https://liverealstar.com/ri4o6uz6/wesley-placePrices  incentives  availability and specifications are subject to change. Images may not reflect actual suite finishes E. & O. E.,https://images.craigslist.org/00d0d_617p3hUjVSx_0ct08m_600x450.jpg,,,,
38,7943713518,https://www.craigslist.org/view/d/vancouver-top-floor-one-br-for-rent/bCdy7gmQFj8drpfikdXexf,2026-06-27T11:33:17-0700,individual,2026-06-28 02:37:20,DOWNTOWN,robson,Vancouver,BC,V6Z1X6,2000,660,1,1,monthly,Top floor one BR for rent downtown. West end,https://images.craigslist.org/00909_jHn003YK1Tt_0t20CI_600x450.jpg,"apartment, laundry in bldg, furnished, no parking, no smoking",QR Code Link to This Post  Furnished one BR and bath corner of Robson and Burrard.  Parking available for rent next door.  Rent $2 000.00,https://images.craigslist.org/00909_jHn003YK1Tt_0t20CI_600x450.jpg,,,,
39,7940533549,https://www.craigslist.org/view/d/vancouver-bed-bath-private-entrance-no/vi1VTaYxgPVzMmASF6zXaf,2026-06-12T11:27:03-0700,individual,2026-06-28 02:37:47,VANCOUVER,vancouver,,,,1500,400,1,1,monthly,1 BED 1 BATH PRIVATE ENTRANCE (no sharin,https://images.craigslist.org/00j0j_d1PgKSwjHoL_0vp0CI_600x450.jpg,"house, w/d in unit, street parking",QR Code Link to This Post  Will be hosting in person viewings this Saturday  June 27 from 2-4pm.  Message for details :)  Available from July 15  2026.  Ground Floor  1 Bedroom  1 Bathroom  Private unit  No sharing  Near E 6th Ave and Renfrew.  Price All Inclusive:  - Utilities (water  gas  electricity)  - High Speed Internet  - Cable TV  - Private entrance  - 1 Private Bedroom  - Private Kitchen  - Private room  - Private Bathroom  - In unit Washer and Dryer laundry machine (shared)  - Radiant heating  Nearby public transit options:  - Renfrew Skytrain station (10 minute walk)  - Rupert Skytrain station (10 minute walk)  - #16  #25  #27 bus lines  Other:  - Corner house with lots of street parking  - Minimum one year lease.  - Half month’s rent for damage deposit.  - No smoking.  - No pets permitted.  - No short term lease.  - No subletting.  Please send a message with your name  background  and details. Thanks! :),https://images.craigslist.org/00j0j_d1PgKSwjHoL_0vp0CI_600x450.jpg,,"['49.1989306', '49.3161714', '-123.2249611', '-123.0232419']",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
40,7943147786,https://www.craigslist.org/view/d/vancouver-beautiful-furnished-bedroom/fqxJ1BFVRXsVyLGAdWJ4FJ,2026-06-24T18:07:24-0700,individual,2026-06-28 02:38:27,DOWNTOWN,howe street,Vancouver,BC,V6Z1P5,3795,700,1,1,monthly,Beautiful Furnished 1 Bedroom Condo – Downtown Vancouver,https://images.craigslist.org/00F0F_k8IqQR6WnbW_0CI0pO_600x450.jpg,"apartment, laundry in bldg, furnished, no parking, no smoking, wheelchair accessible",QR Code Link to This Post  Beautiful Furnished 1 Bedroom Condo – Downtown Vancouver  Bright  stylish  and fully furnished 1-bedroom condo in the heart of downtown Vancouver.  This well-maintained home features a spacious open-concept layout with floor-to-ceiling windows  modern furnishings  laminate flooring  and a private balcony. Clean  comfortable  and move-in ready.  Features Include:  * Fully furnished  * Bright open living and dining area  * Spacious bedroom  * Fully equipped kitchen  * In-suite laundry  * Private balcony  * Floor-to-ceiling windows  * Secure concrete building  * Excellent downtown location  Walk to restaurants  cafés  shopping  grocery stores  entertainment  transit  and the seawall. Everything you need is just steps away.  Available July 1  Please reply with a little information about yourself  including your desired move-in date  number of occupants  and length of stay.  References and credit check may be required.,https://images.craigslist.org/00F0F_k8IqQR6WnbW_0CI0pO_600x450.jpg,,,,
41,7943716197,https://www.craigslist.org/view/d/vancouver-furnished-2bd-west-end-ocean/5iAyEedeWP44xWtgswui5Z,2026-06-27T11:42:28-0700,individual,2026-06-28 02:38:53,1277 NELSON ST,nelson st,Vancouver,BC,V6E4M8,3500,765,2,1,monthly,Furnished 2bd West End Ocean & Mountain Views + Parking - Direct Owner,https://images.craigslist.org/01515_fGJ2PhagzJp_0CI0t2_600x450.jpg,"apartment, w/d in unit, furnished, attached garage, no smoking, air conditioning",QR Code Link to This Post  Available August 1st  direct from owner.  Bright high-floor apartment in Vancouver's West End with large west and north-facing windows offering views of the ocean and North Shore mountains. Recently renovated kitchen and bathroom with quartz countertops and underfloor heating.  Includes an ensuite washer and dryer (in a separate storage/laundry room)  dishwasher  air conditioner  and large screen TV. Secure underground parking is included in the rent  with guest parking also available. A storage locker is available as well.  Building amenities include a gym  sauna  bike storage rooms  and an on-site building manager.  Great location right next to Nelson Park and a short walk to shops and restaurants on Davie and Robson streets.  - 1-year lease to start  then month-to-month  - No pets allowed (building policy)  - Strata move-in fee of $200 (paid directly to the building manager)  - Tenants' insurance required  - Available August 1st  If you're interested  please send a quick message with a bit about yourself and when you'd like to view. Thanks.,https://images.craigslist.org/01515_fGJ2PhagzJp_0CI0t2_600x450.jpg,,,,
42,7943258393,https://www.craigslist.org/view/d/vancouver-laminate-flooring-dishwasher/fz9CvbzoEAmBjoCCQ9i8Fr,2026-06-25T10:24:55-0700,individual,2026-06-28 02:39:11,VANCOUVER,1045 haro st,Vancouver,BC,V6E3Z8,2950,800,2,1,monthly,"Laminate Flooring, Dishwasher (some units), Elevator",https://images.craigslist.org/00p0p_hMTYS4PBGw1_0rS0iA_600x450.jpg,"cats are OK - purrr, apartment, dogs are OK - wooof, laundry in bldg, attached garage, no smoking, wheelchair accessible",QR Code Link to This Post  Bedrooms: 2Bathrooms: 1Square Feet: 800Address: 1045 Haro StMove in Now & Get 1 Month Free at HaroFor a limited time  enjoy 1 month of free rent when you sign a 12-month lease. These well-maintained rental homes offer comfort and convenience in the heart of Downtown Vancouver's West End. Nestled on a tree-lined street  this prime location is just a short walk from the vibrant hubs of Robson and Granville  as well as the Burrard and City Centre SkyTrain stations. Convenience  comfort  and city living—this location can’t be beat. Book your tour today and take advantage of this limited-time offer. Features Include:ElevatorSteps from Stanley ParkClose to Downtown VancouverOn-Site ManagementHot water includedLaminate FlooringSecure underground parking (additional fee)Dishwasher (some units)In-Building Laundry100% Smoke-FreeClose to SkytrainsClose to the West EndCall:  show contact info  For more information  visit us at: https://livewithchard.com/yken7nla/haro*We do our best to keep our listings current. Rental rates  incentives  and availability may change without notice  and advertised units may no longer be available at the time of inquiry. Please connect with our leasing team for the most up-to-date availability and pricing.,https://images.craigslist.org/00p0p_hMTYS4PBGw1_0rS0iA_600x450.jpg,,,,
43,7935414326,https://www.craigslist.org/view/d/vancouver-uniqueaccommodationscom/5Xj7bfahJB2FGnRaWVUoZt,2026-05-19T12:13:39-0700,individual,2026-06-28 02:39:39,DOWNTOWN,1415 w georgia,Vancouver,BC,V6G3C8,12000,1929,2,2,monthly,UniqueAccommodations.com ID:5630 Breathtaking View Furnished 2-Bedroom,https://images.craigslist.org/00u0u_lbOk2f9StIS_0kY0dV_600x450.jpg,"condo, w/d in unit, furnished, off-street parking, no smoking, air conditioning",QR Code Link to This Post  Quick Reference ListStreet: 2403-1415 W GeorgiaSpecific Location: Vancouver DowntownRental Type: furnishedSq ft: 1929Bedrooms: 2Bathrooms: 2Housing Type: CondoLaundry: W/D in unitCity: VancouverPets: No PetsBuilding: Palais Georgiahttp://uniqueaccommodations.com/listing/:/5630/NO PET BUILDING.  Welcome to Palais Georgia  a rare opportunity to rent an almost 2 000 sq.ft. fully renovated residence in the heart of Coal Harbour with breathtaking panoramic views of the ocean  mountains  English Bay  and city skyline.  Created by combining two units into one expansive home  this unique 2-bedroom  2-bathroom layout offers exceptional privacy and functionality with North  South  and East exposures  two separate entrances  and two balconies. The thoughtfully designed floorplan places the spacious primary suite on its own private side of the home  featuring stunning English Bay views and a large walk-in closet.  The elegant interior showcases a gourmet kitchen with quartz countertops  premium appliances  high-end fixtures  powered blinds  air conditioning  and expansive living and dining spaces ideal for entertaining while enjoying spectacular views of the North Shore mountains and waterfront.  Located on the 24th floor  this home offers a rare blend of luxury  scale  and privacy in one of Vancouver's most desirable neighborhoods. Palais Georgia features exceptional amenities including concierge service  an indoor pool  jacuzzi  fitness center  recreation room  and more.  Just steps from Robson Street shopping  Equinox  restaurants  the Vancouver Seawall  and Stanley Park  this is luxury Coal Harbour living at its finest.  All utilities and one parking stall are included with rent.http://uniqueaccommodations.com/listing/:/5630/ ContactFor more information or to book an appointment to view this property  please call  show contact info  and speak to a member of our rental team or visit our website. FOR MORE INFORMATION on this property  please visit the link below: http://uniqueaccommodations.com/listing/:/5630/ Please provide us with the best mobile number to reach you on and an alternative email address as this one is coming through Craigslist.Professionally Managed by Unique Accommodations www.uniqueaccommodations.comRental OfficeUnique Real Estate Accommodations Inc. Apartments for Rent in Vancouver Downtown  Vancouver West Side  Vancouver East Side  North Vancouver and West VancouverFull Property Management Services1413 Bewicke AvenueNorth Vancouver  BC V7M 3C7 show contact info  [RENT]http:\\www.uniqueaccommodations.comDisclaimer: The information contained herein has either been given to us by the owner of the property or obtained from sources that we deem reliable. We have no reason to doubt its accuracy but we do not guarantee it. Rental availability  rates and timing are subject to change.,https://images.craigslist.org/00u0u_lbOk2f9StIS_0kY0dV_600x450.jpg,,,,
44,7935457139,https://www.craigslist.org/view/d/vancouver-uniqueaccommodationscom/jBP1qpgGR7cFpoeendAQfj,2026-05-19T15:04:53-0700,individual,2026-06-28 02:39:59,VANCOUVER WEST,3536 point grey road,Vancouver,BC,V6R1A8,3500,808,2,1,monthly,UniqueAccommodations.com ID:5520 Furnished A/C 2 bedroom in Kitsilano,https://images.craigslist.org/00505_bs8jTG7fxRY_0kY0dV_600x450.jpg,"townhouse, w/d in unit, furnished, off-street parking, no smoking, air conditioning",QR Code Link to This Post  Quick Reference ListStreet: 1 - 3536 Point Grey RoadSpecific Location: Vancouver West SideRental Type: furnishedSq ft: 808Bedrooms: 2Bathrooms: 1.5Housing Type: TriplexLaundry: W/D in unitCity: VancouverPets: No PetsBuilding: N/Ahttp://uniqueaccommodations.com/listing/:/5520/Minimum 6 Month Term Experience refined living along the prestigious Golden Mile in this beautifully transformed Kitsilano character home. This meticulously FULLY FURNISHED   designed 800+ sq ft strata unit features 2 bedrooms and 1.5 bathrooms  highlighted by rich wood floors throughout. The gourmet kitchen is equipped with premium Bosch and Fisher Paykel appliances. The garden suite offers the luxury of heated floors and air conditioning  ensuring comfort during warm summer months. Ideally located near the Point Grey Royal Vancouver Yacht Club  Jericho Beach  and the vibrant 4th Avenue shopping district  this residence perfectly balances sophistication with convenience. ALL UTILITIES up to $150/m  and INTERNET ARE INCLUDED WITH RENT. STREET PARKING ONLY. No Pets.http://uniqueaccommodations.com/listing/:/5520/ ContactFor more information or to book an appointment to view this property  please call  show contact info  and speak to a member of our rental team or visit our website. FOR MORE INFORMATION on this property  please visit the link below: http://uniqueaccommodations.com/listing/:/5520/ Please provide us with the best mobile number to reach you on and an alternative email address as this one is coming through Craigslist.Professionally Managed by Unique Accommodations www.uniqueaccommodations.comRental OfficeUnique Real Estate Accommodations Inc. Apartments for Rent in Vancouver Downtown  Vancouver West Side  Vancouver East Side  North Vancouver and West VancouverFull Property Management Services1413 Bewicke AvenueNorth Vancouver  BC V7M 3C7 show contact info  [RENT]http:\\www.uniqueaccommodations.comDisclaimer: The information contained herein has either been given to us by the owner of the property or obtained from sources that we deem reliable. We have no reason to doubt its accuracy but we do not guarantee it. Rental availability  rates and timing are subject to change.,https://images.craigslist.org/00505_bs8jTG7fxRY_0kY0dV_600x450.jpg,,,,
