listing_id,title,listing_url,source_website,address,neighbourhood,city,province,latitude,longitude,price,bedrooms,bathrooms,square_feet,property_type,furnished,pets_allowed,parking,utilities_included,description,first_seen,last_seen,is_active
1738811816,"2400 WEST 19TH AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2400-west-19th-avenue-vancouver-british-columbia/1738811816,Kijiji.ca,"WEST 19TH AVENUE, Vancouver, BC, V6L1C7",Vancouver,Vancouver,BC,N/A,N/A,2100,2,1,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738811257,"1XX 5728 BERTON AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1xx-5728-berton-avenue-vancouver-british-columbia/1738811257,Kijiji.ca,"5728 BERTON AVENUE, Vancouver, BC, V6S0E5",Vancouver,Vancouver,BC,N/A,N/A,4000,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738811585,"1001 6233 KATSURA STREET Richmond, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1001-6233-katsura-street-richmond-british-columbia/1738811585,Kijiji.ca,"6233 KATSURA STREET, Richmond, BC, V5R5T5",Richmond,Vancouver,BC,N/A,N/A,2500,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738811958,"3005 198 AQUARIUS MEWS Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/3005-198-aquarius-mews-vancouver-british-columbia/1738811958,Kijiji.ca,"198 AQUARIUS MEWS, Vancouver, BC, V6Z2Y4",Vancouver,Vancouver,BC,N/A,N/A,2650,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738812339,"1907 - 585 AUSTIN AVENUE Coquitlam, BC, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1907-585-austin-avenue-coquitlam-bc-british-columbia/1738812339,Kijiji.ca,"- 585 AUSTIN AVENUE, Coquitlam, BC, BC, V3K0G6",Coquitlam,Vancouver,BC,N/A,N/A,3600,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738811352,"205 2888 ARBUTUS STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/205-2888-arbutus-street-vancouver-british-columbia/1738811352,Kijiji.ca,"2888 ARBUTUS STREET, Vancouver, BC, V6J0J1",Arbutus,Vancouver,BC,N/A,N/A,2590,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738813461,"212 1940 BARCLAY STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/212-1940-barclay-street-vancouver-british-columbia/1738813461,Kijiji.ca,"1940 BARCLAY STREET, Vancouver, BC, V6G1L3",Vancouver,Vancouver,BC,N/A,N/A,1995,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738813460,"2202 689 ABBOTT STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2202-689-abbott-street-vancouver-british-columbia/1738813460,Kijiji.ca,"689 ABBOTT STREET, Vancouver, BC, V6B6B8",Vancouver,Vancouver,BC,N/A,N/A,3650,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1735851537,VERY spacious one bedroom,https://www.kijiji.ca/v-apartments-condos/vancouver/very-spacious-one-bedroom/1735851537,Kijiji.ca,"55 Water Street, Vancouver, BC, V6B 1A1",Vancouver,Vancouver,BC,N/A,N/A,3100,1,1,969,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737551647,Pet friendly Studio suite for rent with AC $1925,https://www.kijiji.ca/v-apartments-condos/vancouver/pet-friendly-studio-suite-for-rent-with-ac-1925/1737551647,Kijiji.ca,"2550 Garden Drive, Vancouver, BC",Vancouver,Vancouver,BC,N/A,N/A,1925,Studio/Bachelor,1,426,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738806322,1 bedroom/1 bathroom apartment on 22nd floor(Marine Gateway),https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-1-bathroom-apartment-on-22nd-floor-marine-gateway/1738806322,Kijiji.ca,"Vancouver, BC V5X 0C7",BC V5X 0C7,Vancouver,BC,N/A,N/A,2100,1,1,480,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738802844,"$3,100 Furnished 1Bed+Den | Airbnb-Permitted | Downtown",https://www.kijiji.ca/v-apartments-condos/vancouver/3-100-furnished-1bed-den-airbnb-permitted-downtown/1738802844,Kijiji.ca,"Vancouver, BC V6B 0B9",BC V6B 0B9,Vancouver,BC,N/A,N/A,3100,1.5,1,570,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738802576,Mordern 2B2B + Flex in East Vancouver- Steps to Transit &amp; Drive,https://www.kijiji.ca/v-apartments-condos/vancouver/mordern-2b2b-flex-in-east-vancouver-steps-to-transit-drive/1738802576,Kijiji.ca,"2250 E 1st Ave, Vancouver, BC V5N 1B9",Vancouver,Vancouver,BC,N/A,N/A,3700,2.5,2,830,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1735671178,Studio Apartment for Rent - 2222 Bellevue Avenue,https://www.kijiji.ca/v-apartments-condos/vancouver/studio-apartment-for-rent-2222-bellevue-avenue/1735671178,Kijiji.ca,"2222 Bellevue Avenue, West Vancouver, BC, V7V 1C7",West Vancouver,Vancouver,BC,N/A,N/A,2484,Studio/Bachelor,1,440,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737255604,"505 628 KINGHORNE MEWS Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/505-628-kinghorne-mews-vancouver-british-columbia/1737255604,Kijiji.ca,"628 KINGHORNE MEWS, Vancouver, BC, V6Z3A9",Vancouver,Vancouver,BC,N/A,N/A,4200,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737254440,"47xx LITTLE STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/47xx-little-street-vancouver-british-columbia/1737254440,Kijiji.ca,"LITTLE STREET, Vancouver, BC, V5X2C6",Vancouver,Vancouver,BC,N/A,N/A,1300,1,1,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737243287,"5XX 1661 QUEBEC STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/5xx-1661-quebec-street-vancouver-british-columbia/1737243287,Kijiji.ca,"1661 QUEBEC STREET, Vancouver, BC, V6B0P4",Vancouver,Vancouver,BC,N/A,N/A,2900,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1732828678,"3000 W 38TH AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/3000-w-38th-avenue-vancouver-british-columbia/1732828678,Kijiji.ca,"W 38TH AVENUE, Vancouver, BC, V6N2Y3",Vancouver,Vancouver,BC,N/A,N/A,6800,4,3,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1732826477,"3 625 W 53RD AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/3-625-w-53rd-avenue-vancouver-british-columbia/1732826477,Kijiji.ca,"625 W 53RD AVENUE, Vancouver, BC, V6P1K2",Vancouver,Vancouver,BC,N/A,N/A,4200,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738512742,Century - 3 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/vancouver/century-3-bedroom-apartment-for-rent/1738512742,Kijiji.ca,"250 EAST 15TH STREET, North Vancouver, BC, V7L 2R4",North Vancouver,Vancouver,BC,N/A,N/A,4650,3,2,981,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738354708,Century - 3 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/vancouver/century-3-bedroom-apartment-for-rent/1738354708,Kijiji.ca,"250 EAST 15TH STREET, North Vancouver, BC, V7L 2R4",North Vancouver,Vancouver,BC,N/A,N/A,4650,3,1,1025,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738247260,Century - 1 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/vancouver/century-1-bedroom-apartment-for-rent/1738247260,Kijiji.ca,"250 EAST 15TH STREET, North Vancouver, BC, V7L 2R4",North Vancouver,Vancouver,BC,N/A,N/A,2725,1,1,523,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737984380,Century - 2 Bedroom Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/vancouver/century-2-bedroom-apartment-for-rent/1737984380,Kijiji.ca,"250 EAST 15TH STREET, North Vancouver, BC, V7L 2R4",North Vancouver,Vancouver,BC,N/A,N/A,3676,2,2,726,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737300245,Century - 1 Bedroom + Den Apartment for Rent,https://www.kijiji.ca/v-apartments-condos/vancouver/century-1-bedroom-den-apartment-for-rent/1737300245,Kijiji.ca,"250 EAST 15TH STREET, North Vancouver, BC, V7L 2R4",North Vancouver,Vancouver,BC,N/A,N/A,2950,1.5,1,621,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738773132,1 Bedroom 1 Bathroom Apartment Downtown Vancouver Yaletown,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-1-bathroom-apartment-downtown-vancouver-yaletown/1738773132,Kijiji.ca,"Burnaby, BC V5E 3Z8",Burnaby,Vancouver,BC,N/A,N/A,3000,1,1,795,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738759623,"304 629 COTTONWOOD AVENUE Coquitlam, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/304-629-cottonwood-avenue-coquitlam-british-columbia/1738759623,Kijiji.ca,"629 COTTONWOOD AVENUE, Coquitlam, BC, V3J0S5",Coquitlam,Vancouver,BC,N/A,N/A,3050,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738759469,"1106 1289 HORNBY STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/1106-1289-hornby-street-vancouver-british-columbia/1738759469,Kijiji.ca,"1289 HORNBY STREET, Vancouver, BC, V6Z0G7",Vancouver,Vancouver,BC,N/A,N/A,2500,Studio/Bachelor,1,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738038566,Pinnacle Living 1 BR APT Rental 304-1887 Crowe St Vancouver: VAD,https://www.kijiji.ca/v-apartments-condos/vancouver/pinnacle-living-1-br-apt-rental-304-1887-crowe-st-vancouver:-vad/1738038566,Kijiji.ca,"1887 Crowe Street, Vancouver, BC, V5Y 0B4",Vancouver,Vancouver,BC,N/A,N/A,2500,1,1,592,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738038567,1906-950 Cambie Street,https://www.kijiji.ca/v-apartments-condos/vancouver/1906-950-cambie-street/1738038567,Kijiji.ca,"950 Cambie Street, Vancouver, BC, V6B 5X5",Cambie,Vancouver,BC,N/A,N/A,3800,2,2,1068,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737659100,Studio for Rent near VGH in Fairview,https://www.kijiji.ca/v-apartments-condos/vancouver/studio-for-rent-near-vgh-in-fairview/1737659100,Kijiji.ca,"Vancouver, BC V6H 1R7",BC V6H 1R7,Vancouver,BC,N/A,N/A,1750,Studio/Bachelor,1,500,Studio,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738599323,3 bedroom 2 bath beautiful Yaletown condo with Terrace,https://www.kijiji.ca/v-apartments-condos/vancouver/3-bedroom-2-bath-beautiful-yaletown-condo-with-terrace/1738599323,Kijiji.ca,"1009 Expo Blvd, Vancouver, BC",Vancouver,Vancouver,BC,N/A,N/A,4950,3,2,1731,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1736153218,"New 1BR, 1 bath + den with A/C, parking, view available now!",https://www.kijiji.ca/v-apartments-condos/vancouver/new-1br-1-bath-den-with-a-c-parking-view-available-now/1736153218,Kijiji.ca,"Vancouver, BC V5N 0J5",BC V5N 0J5,Vancouver,BC,N/A,N/A,2300,1.5,1,692,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738751362,3 bed 2 bath nice &amp; bright house,https://www.kijiji.ca/v-apartments-condos/vancouver/3-bed-2-bath-nice-bright-house/1738751362,Kijiji.ca,"381 East 57th Avenue, Vancouver, BC",Vancouver,Vancouver,BC,N/A,N/A,3350,3,2,1380,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738239257,Conveniently Located 2Br 2Ba With Nice Amenities,https://www.kijiji.ca/v-apartments-condos/vancouver/conveniently-located-2br-2ba-with-nice-amenities/1738239257,Kijiji.ca,"Vancouver, BC V5N 2T7",BC V5N 2T7,Vancouver,BC,N/A,N/A,3000,2,2,790,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738745965,"FOR RENT - 1 Bed + Den, 1 Bath at Millennium Central Lonsdale",https://www.kijiji.ca/v-apartments-condos/vancouver/for-rent-1-bed-den-1-bath-at-millennium-central-lonsdale/1738745965,Kijiji.ca,"Vancouver, BC V5Z 2V5",BC V5Z 2V5,Vancouver,BC,N/A,N/A,3950,1.5,1,600,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737200033,"2603 1255 SEYMOUR STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2603-1255-seymour-street-vancouver-british-columbia/1737200033,Kijiji.ca,"1255 SEYMOUR STREET, Vancouver, BC, V6B0H1",Vancouver,Vancouver,BC,N/A,N/A,3800,2,2,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1735599925,"110 1460 SOUTHVVIEW ST. Coquitlam, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/110-1460-southvview-st-coquitlam-british-columbia/1735599925,Kijiji.ca,"1460 SOUTHVVIEW ST., Coquitlam, BC, V3E0G6",Coquitlam,Vancouver,BC,N/A,N/A,4500,3,3,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1735599673,"2808 5665 BOUNDARY ROAD Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/2808-5665-boundary-road-vancouver-british-columbia/1735599673,Kijiji.ca,"5665 BOUNDARY ROAD, Vancouver, BC, V5R0E4",Vancouver,Vancouver,BC,N/A,N/A,1900,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737189047,"503 71 E PENDER STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/503-71-e-pender-street-vancouver-british-columbia/1737189047,Kijiji.ca,"71 E PENDER STREET, Vancouver, BC, V6A1S9",Vancouver,Vancouver,BC,N/A,N/A,2980,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1737188917,"5832 LAUREL STREET Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/5832-laurel-street-vancouver-british-columbia/1737188917,Kijiji.ca,"LAUREL STREET, Vancouver, BC, V5Z3W3",Vancouver,Vancouver,BC,N/A,N/A,2400,2,1,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1732780311,"47XX LITTLE ST VANCOUVER Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/47xx-little-st-vancouver-vancouver-british-columbia/1732780311,Kijiji.ca,"LITTLE ST VANCOUVER, Vancouver, BC, V5X2C6",Vancouver,Vancouver,BC,N/A,N/A,2600,3,1,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1726387902,Modern bachelor apartments at Yarrow and Aster East Village!,https://www.kijiji.ca/v-apartments-condos/vancouver/modern-bachelor-apartments-at-yarrow-and-aster-east-village/1726387902,Kijiji.ca,"435 Boundary Road, Vancouver, BC, V5K 0H6",Vancouver,Vancouver,BC,N/A,N/A,1895,Studio/Bachelor,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1717483488,Urban 2 bedroom apartments at Yarrow and Aster East Village!,https://www.kijiji.ca/v-apartments-condos/vancouver/urban-2-bedroom-apartments-at-yarrow-and-aster-east-village/1717483488,Kijiji.ca,"435 Boundary Road, Vancouver, BC, V5K 0H6",Vancouver,Vancouver,BC,N/A,N/A,2865,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738540388,Trendy 2 bedroom apartments at 388 Kaslo East Village!,https://www.kijiji.ca/v-apartments-condos/vancouver/trendy-2-bedroom-apartments-at-388-kaslo-east-village/1738540388,Kijiji.ca,"388 Kaslo Street, Vancouver, BC, V5K 0G6",Vancouver,Vancouver,BC,N/A,N/A,3275,2,2,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1714267188,1 bedroom suite in White Rock at Bayview Gardens,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-suite-in-white-rock-at-bayview-gardens/1714267188,Kijiji.ca,"1371 Blackwood Street, White Rock, BC, V4B 3V2",White Rock,Vancouver,BC,N/A,N/A,1955,1,1,N/A,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1717483487,Urban 1 bedroom apartments at Yarrow and Aster East Village!,https://www.kijiji.ca/v-apartments-condos/vancouver/urban-1-bedroom-apartments-at-yarrow-and-aster-east-village/1717483487,Kijiji.ca,"435 Boundary Road, Vancouver, BC, V5K 0H6",Vancouver,Vancouver,BC,N/A,N/A,2155,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1733907277,Condo quality suites at Braemar Gardens Call for availability!,https://www.kijiji.ca/v-apartments-condos/vancouver/condo-quality-suites-at-braemar-gardens-call-for-availability/1733907277,Kijiji.ca,"1000 Brunette Avenue, Coquitlam, BC, V3K 1E3",Coquitlam,Vancouver,BC,N/A,N/A,1695,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1717483502,Stylish 1 bedroom apartments at 388 Kaslo East Village!,https://www.kijiji.ca/v-apartments-condos/vancouver/stylish-1-bedroom-apartments-at-388-kaslo-east-village/1717483502,Kijiji.ca,"388 Kaslo Street, Vancouver, BC, V5K 0G6",Vancouver,Vancouver,BC,N/A,N/A,2505,1,1,N/A,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738740706,"Vancouver, Fully-Furnitured 2 bedroom + 2 baths suite, laneway",https://www.kijiji.ca/v-apartments-condos/vancouver/vancouver-fully-furnitured-2-bedroom-2-baths-suite-laneway/1738740706,Kijiji.ca,"Vancouver, BC V5M 1V6",BC V5M 1V6,Vancouver,BC,N/A,N/A,2580,2,2,685,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738739994,2bed/1bath for rent,https://www.kijiji.ca/v-apartments-condos/vancouver/2bed-1bath-for-rent/1738739994,Kijiji.ca,"Vancouver, BC V5R 5A5",BC V5R 5A5,Vancouver,BC,N/A,N/A,1850,2,1,1050,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738737897,"1Brm +den apt with Patio, 6 appliances at Cambie-Broadway",https://www.kijiji.ca/v-apartments-condos/vancouver/1brm-den-apt-with-patio-6-appliances-at-cambie-broadway/1738737897,Kijiji.ca,"603 West 8th Avenue, Vancouver, BC",Vancouver,Vancouver,BC,N/A,N/A,2495,1.5,1,650,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738733127,One Bedroom Suite In Quiet Killarney Neighbourhood,https://www.kijiji.ca/v-apartments-condos/vancouver/one-bedroom-suite-in-quiet-killarney-neighbourhood/1738733127,Kijiji.ca,"Vancouver, BC V5S 2X2",BC V5S 2X2,Vancouver,BC,N/A,N/A,1500,1,1,500,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738728911,Large spacious private room by Langara College,https://www.kijiji.ca/v-apartments-condos/vancouver/large-spacious-private-room-by-langara-college/1738728911,Kijiji.ca,"Vancouver, BC V5X 1A2",BC V5X 1A2,Vancouver,BC,N/A,N/A,800,1,1,100,Basement Suite,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738726232,1 Bedroom Apartment for Rent - 130 Keith Rd W,https://www.kijiji.ca/v-apartments-condos/vancouver/1-bedroom-apartment-for-rent-130-keith-rd-w/1738726232,Kijiji.ca,"130 Keith Rd W, North Vancouver, BC, V7M 1L5",North Vancouver,Vancouver,BC,N/A,N/A,2618,1,1,743,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738727411,Master Bedroom with Private Bath - Available Now!,https://www.kijiji.ca/v-apartments-condos/vancouver/master-bedroom-with-private-bath-available-now/1738727411,Kijiji.ca,"Vancouver, BC V6B 6N6",BC V6B 6N6,Vancouver,BC,N/A,N/A,2000,4,2,1000,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738704712,607-251 East 7th Avenue,https://www.kijiji.ca/v-apartments-condos/vancouver/607-251-east-7th-avenue/1738704712,Kijiji.ca,"251 East 7th Avenue, Vancouver, BC, V5T 0B9",Vancouver,Vancouver,BC,N/A,N/A,2500,1,1,638,N/A,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738711398,Private Residences At Hotel Georgia 1 BR APT Rental 1904-667 How,https://www.kijiji.ca/v-apartments-condos/vancouver/private-residences-at-hotel-georgia-1-br-apt-rental-1904-667-how/1738711398,Kijiji.ca,"667 Howe Street, Vancouver, BC, V6C 0B5",Vancouver,Vancouver,BC,N/A,N/A,3200,1,1,666,Apartment,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
1738719111,"4XXX-3A W 28 AVENUE Vancouver, British Columbia",https://www.kijiji.ca/v-apartments-condos/vancouver/4xxx-3a-w-28-avenue-vancouver-british-columbia/1738719111,Kijiji.ca,"W 28 AVENUE, Vancouver, BC, V6S1S7",Vancouver,Vancouver,BC,N/A,N/A,3800,3,2,N/A,House,N/A,N/A,N/A,N/A,N/A,2026-06-07,2026-06-07,1
